Strain Assessment Type,0,ASME 2016
Calculation Mode,      1, calculated circ and axial. 
Axial smooth factor,   0.001
Circ smooth factor,    0.0001
Channels analysed, 29, 30, 31, 32, 33, 34, 
Intermed circ traces,5
Wall Thickness,    6.350000 mm, 0.250000 in 
OD,                323.850000 mm, 12.750000 in 
Axial Disp  (m)
No of rows, 321, no of cols, 7 
        6277.716273600000932,  -0.733222835064248,  -0.665948287584735,  -0.599060972012607,  -0.532449979639469,  -0.466001374234467,  -0.399599648112945,  -0.333129184801022,   0.015009316910830,   0.366125598775741,   0.721086400942042,   1.080191243174295,   1.442904977315810,   1.807579028461936,   1.512619086792294,   1.214764693062412,   0.916161622185019,   0.618159591729884,   0.321436510827448,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.285442530426631,   0.192911447543970,   0.101037428109104,   0.009773764765174,  -0.080953505860097,  -0.171240739145240,  -0.261202070957027,  -0.313376534744496,  -0.365572239583058,  -0.417861793120911,  -0.470319402357249,  -0.523020154413716, 
        6277.718407200000001,  -1.259845044055207,  -1.039833285409169,  -0.820602493320838,  -0.601648636843277,  -0.382377451007416,  -0.162159172335779,   0.059615854619126,   0.319972762244887,   0.583254306653414,   0.849672323688917,   1.119029798397480,   1.390601666578645,   1.663016501171162,   1.388654456821927,   1.112093381919873,   0.835060050995863,   0.558633800197830,   0.283347826834751,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.319835542942294,   0.210841597339407,   0.102604278149795,  -0.004934925071748,  -0.111872240263035,  -0.218333917008045,  -0.324468926269876,  -0.344610695770138,  -0.364917889035423,  -0.385417067322123,  -0.406135116885704,  -0.427099230228002, 
        6277.720236000000114,  -1.049872031695772,  -0.886943568273605,  -0.724575386701344,  -0.562433956756527,  -0.400149980956770,  -0.237340591724655,  -0.073631896886971,   0.206687609120694,   0.489780699838821,   0.776017043910422,   1.065338030032869,   1.357112223954964,   1.649989241798443,   1.378523639091202,   1.104892413402061,   0.830785963058304,   0.557263639540677,   0.284851825395872,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.328259980427793,   0.229233204648784,   0.130912014622929,   0.033254982309140,  -0.063812103229913,  -0.160390296954793,  -0.256601859212197,  -0.321263022246054,  -0.385911479486959,  -0.450641211000314,  -0.515548158923189,  -0.580728833671491, 
        6277.722369600001002,  -1.066017275672583,  -0.887819811730958,  -0.710149892992287,  -0.532612974090618,  -0.354773632285733,  -0.176184738183182,   0.003582698877736,   0.277562427774476,   0.554465621963575,   0.834572710257998,   1.117725464734762,   1.403190215330056,   1.689521268983641,   1.411472246569744,   1.131233789810112,   0.850590574571500,   0.570653839752750,   0.291967463104939,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.275221525918009,   0.165629710081231,   0.056773544987404,  -0.051422771462433,  -0.159070027154031,  -0.266306290590498,  -0.373289604087866,  -0.365508234685994,  -0.357996575736398,  -0.350747467191995,  -0.343753941202818,  -0.337009214342265, 
        6277.724198400000205,  -1.059068847969810,  -0.848435199594742,  -0.638212662280310,  -0.427891585533291,  -0.216922110191502,  -0.004763260605368,   0.209066154241760,   0.398745910446158,   0.590377982984927,   0.783935819815355,   0.979171412865612,   1.175569556241661,   1.372304256611944,   1.144841464204199,   0.916164342022542,   0.687319778951627,   0.458963855577927,   0.231420300059978,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.396241728915809,   0.265330533669974,   0.135312811626732,   0.006127313187153,  -0.122344426121979,  -0.250265043607728,  -0.377828956050851,  -0.380346188343036,  -0.383116581940568,  -0.386144811080872,  -0.389435698441994,  -0.392994221448336, 
        6277.726332000000184,  -1.060408032136407,  -0.872091458565051,  -0.684260999215499,  -0.496486782871668,  -0.308298120091657,  -0.119218161337304,   0.071200461678408,   0.317202420044379,   0.565804636839552,   0.817161049680860,   1.071066159429663,   1.326855708303001,   1.583308784946704,   1.322219589970063,   1.059304385008366,   0.796073283758719,   0.533469052378139,   0.271955113503798,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.317319294252159,   0.199593278001029,   0.082665491804939,  -0.033537829224226,  -0.149132753864274,  -0.264268138912810,  -0.379116599596238,  -0.380190404878111,  -0.381521384198084,  -0.383112478847477,  -0.384966778993209,  -0.387087527919034, 
        6277.728160800000296,  -1.183037933146015,  -0.964741461821533,  -0.747089934744240,  -0.529580840067727,  -0.311641446343263,  -0.092682776810587,   0.127845142198387,   0.349144724778247,   0.572745795626173,   0.798714835473314,   1.026824182340172,   1.256479539693878,   1.486649402218995,   1.240512786355322,   0.992848978405633,   0.744943177978265,   0.497597930741348,   0.251207148215169,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.290863654435815,   0.189497032326123,   0.088773435200669,  -0.011359609215363,  -0.110986510690129,  -0.210217425175091,  -0.309182360227534,  -0.323353472822182,  -0.337695474554541,  -0.352226550371074,  -0.366965123186859,  -0.381929856870819, 
        6277.730294400000275,  -0.920135973838609,  -0.766682627065574,  -0.613606780517024,  -0.460594649848068,  -0.307314628268460,  -0.153436102426460,   0.001351196454094,   0.247685858816676,   0.496296560793251,   0.747374319284921,   1.000775362603155,   1.255924061418769,   1.511716649831572,   1.262162133401064,   1.011095984896806,   0.759848459104510,   0.509247153133433,   0.259694617849009,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.182008901782100,   0.099625610497693,   0.017702858941128,  -0.063813832240923,  -0.144997470863047,  -0.225936263442851,  -0.306730442163138,  -0.296885063096500,  -0.287256839663473,  -0.277836863305141,  -0.268616420672628,  -0.259586986300542, 
        6277.732428000000255,  -0.978877933762721,  -0.816231605372126,  -0.654040957689827,  -0.491973957037018,  -0.329672901510930,  -0.166776759573408,  -0.002944039332718,   0.232240676046367,   0.469576915987980,   0.709253601640290,   0.951162796967980,   1.194814783300930,   1.439253393900698,   1.202771995261352,   0.964806273103064,   0.726542560669286,   0.488730470107814,   0.251747981462003,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.320556348407760,   0.204001390749320,   0.088170621137415,  -0.026999847544883,  -0.141615926799866,  -0.255816357709538,  -0.369763948986417,  -0.351608312304925,  -0.333736248629106,  -0.316129697822150,  -0.298771010622507,  -0.281642949925721, 
        6277.734256800001276,  -0.787309526969553,  -0.690102962623074,  -0.593299012328147,  -0.496735100786111,  -0.400242898487688,  -0.303652973184066,  -0.206799503945611,   0.054277752155467,   0.317242650822200,   0.582480576827472,   0.850073472818022,   1.119688396399256,   1.390463598553017,   1.163513017126754,   0.935115785963876,   0.706362824818913,   0.477951488823275,   0.250242547114329,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.364563593179835,   0.250736732445650,   0.137636071072964,   0.025219416059763,  -0.086599125428504,  -0.197940434665162,  -0.308952071511212,  -0.323703464652945,  -0.338623977690866,  -0.353732537461374,  -0.369048319159020,  -0.384590747922222, 
        6277.736390400000346,  -1.105023723715405,  -0.900131117433003,  -0.695785802470755,  -0.491532195910063,  -0.286864465897755,  -0.081271393629084,   0.125717597111215,   0.336869838489700,   0.550064590637453,   0.765346267202474,   0.982497454882878,   1.200976832087001,   1.419859003216940,   1.183934565782152,   0.946762795750092,   0.709476973380184,   0.472780295154911,   0.237011787656261,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.155695635770808,   0.089600763509171,   0.023850034713180,  -0.041594614895942,  -0.106783430729310,  -0.171777066746942,  -0.236644892234185,  -0.239833593566406,  -0.243160154451752,  -0.246628983200489,  -0.250244556279076,  -0.254011422516774, 
        6277.738219200000458,  -0.844088184710324,  -0.704006096367503,  -0.564264431759949,  -0.424600192056678,  -0.284741229292179,  -0.144420627552867,  -0.003391484648325,   0.203259462543930,   0.411524110727497,   0.621526055955184,   0.833173563349372,   1.046103258738593,   1.259624329149944,   1.051511351446372,   0.842440881135244,   0.633251132648389,   0.424470314216103,   0.216361491435059,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.304442190324544,   0.212288550830757,   0.120683119702098,   0.029594166731863,  -0.061038104406507,  -0.151296827913306,  -0.241283949279234,  -0.266526196677721,  -0.291858908775358,  -0.317312339145651,  -0.342917429745613,  -0.368705744660016, 
        6277.740352799999528,  -1.035506165816724,  -0.819197050322406,  -0.603259634927193,  -0.387183406286079,  -0.170424864139211,   0.047538916824606,   0.267154692970633,   0.420316095676446,   0.574904898868568,   0.730842251824474,   0.887906190868057,   1.045708009330040,   1.203670333540092,   1.003315111929646,   0.802203748564900,   0.601077736629562,   0.400399596184017,   0.200393340751936,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.292529183098894,   0.181378085995555,   0.070849288671827,  -0.039117367907551,  -0.148619204884506,  -0.257782774986020,  -0.366756277140285,  -0.326539494730016,  -0.286633576744374,  -0.247000703520048,  -0.207604879935013,  -0.168412194738695, 
        6277.742181600000549,  -0.899953318881953,  -0.751463248853718,  -0.603382074324066,  -0.455430630854205,  -0.307314882549483,  -0.158742993420828,  -0.009442799389993,   0.199192696305781,   0.409450783443110,   0.621462159235012,   0.835138754457791,   1.050115788494510,   1.265694286785874,   1.056146698826178,   0.845632150563031,   0.634999125781649,   0.424781019609293,   0.215242033242032,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.238361751800277,   0.168677515603125,   0.099381829104743,   0.030450827276394,  -0.038154985769852,  -0.106488618984362,  -0.174614559926630,  -0.210474236212517,  -0.246348028752733,  -0.282276488683269,  -0.318301806596895,  -0.354467576535410, 
        6277.744315200000528,  -0.824256202692782,  -0.653538977130471,  -0.482998816579276,  -0.312281088699089,  -0.141029675340058,   0.031086308017489,   0.204344683565435,   0.349591572516080,   0.496020152124180,   0.643586328549342,   0.792127584703226,   0.941343182247506,   1.090775510677023,   0.909041620676538,   0.726756646114773,   0.544495568762754,   0.362617199630117,   0.181294479492328,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.263804766612917,   0.170531930601574,   0.077741214177522,  -0.014608646539975,  -0.106585581417678,  -0.198279413967779,  -0.289797281108656,  -0.252955442367913,  -0.216362335909119,  -0.179986681420652,  -0.143799177410080,  -0.107772697624781, 
        6277.746143999999731,  -0.970756332199079,  -0.787431376741067,  -0.604513415931494,  -0.421624192536159,  -0.238361868259250,  -0.054333492756940,   0.130811573568076,   0.300757691165705,   0.472111062419515,   0.644880590925211,   0.818918151518828,   0.993886668561555,   1.169229293497301,   0.974043723079136,   0.778107212354983,   0.582112735989639,   0.386493651586300,   0.191461019304670,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.214032027607821,   0.158745449449812,   0.103751294372484,   0.049034175347221,  -0.005431306861977,  -0.059679467288981,  -0.113752477139509,  -0.169035264076907,  -0.224243896443639,  -0.279440069492064,  -0.334689695540785,  -0.390061993057399, 
        6277.748277600000620,  -0.645264549241298,  -0.548308992473762,  -0.451579877593439,  -0.354918936336865,  -0.258169209120018,  -0.161179839115245,  -0.063811023609753,   0.141346599098930,   0.347864322387379,   0.555887311954443,   0.765364616559810,   0.975995374522569,   1.187175257135709,   0.991401624841320,   0.794891937198105,   0.598357570905476,   0.402245079906171,   0.206773964333698,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.163369234757077,   0.098001830099470,   0.032941574143343,  -0.031845272939536,  -0.096404581131455,  -0.160792651876413,  -0.225074588138580,  -0.220825084053665,  -0.216719524572620,  -0.212754919400015,  -0.208928348870023,  -0.205236961259560, 
        6277.750411200000599,  -1.018932196977852,  -0.783248933626624,  -0.547873000776299,  -0.312248858749592,  -0.075798597050719,   0.162007951575212,   0.401580250081472,   0.489255512043417,   0.577634446783059,   0.666614763894863,   0.756046212281927,   0.845726532089028,   0.935398103167224,   0.776180056543104,   0.616694611345005,   0.457326966155526,   0.298311175098950,   0.139750881382394,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.180796119649213,   0.134437122864712,   0.088299071599158,   0.042368516227204,  -0.003374877891371,  -0.048957677664981,  -0.094412049084080,  -0.111625416650599,  -0.128847436704376,  -0.146093109433834,  -0.163378029374382,  -0.180718357467985, 
        6277.752239999999802,  -0.903958202903036,  -0.697341383846440,  -0.490923965101689,  -0.284250713372841,  -0.076862856436376,   0.131654450269223,   0.341622674974942,   0.443354770542587,   0.545872146264744,   0.649080293612357,   0.752822782668449,   0.856874776204414,   0.960937378317881,   0.798492931808285,   0.635788953932406,   0.473234406944279,   0.311078076052973,   0.149430663809131,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.217654996924565,   0.152065084378976,   0.086803847700082,   0.021848426448747,  -0.042837584374107,  -0.107302382754505,  -0.171604272003673,  -0.207036122931221,  -0.242495410125360,  -0.278021172007229,  -0.313654090503719,  -0.349436266075686, 
