Strain Assessment Type,0,ASME 2016
Calculation Mode,      1, calculated circ and axial. 
Axial smooth factor,   0.001
Circ smooth factor,    0.0001
Channels analysed, 29, 30, 31, 32, 33, 34, 
Intermed circ traces,5
Wall Thickness,    6.350000 mm, 0.250000 in 
OD,                323.850000 mm, 12.750000 in 
Axial Disp  (m)
No of rows, 321, no of cols, 7 
        6277.638244800000393,  -1.216580655015930,  -1.013544233734761,  -0.811201547281363,  -0.608997747248507,  -0.406300392620944,  -0.202441482586869,   0.003239522021097,   0.356365661639958,   0.714839783332818,   1.079380700109366,   1.449868800838314,   1.825032604229496,   2.202127919048658,   1.844813161099932,   1.482405256105789,   1.118512731673510,   0.755395753124149,   0.394180882013923,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.899793082036579,   0.609937693316655,   0.324061746086013,   0.041809118931102,  -0.237520767501579,  -0.514839003712677,  -0.791145100946454,  -0.792630007518272,  -0.794757803206339,  -0.797533013904228,  -0.800960666814954,  -0.805046287973184, 
        6277.640378400000372,  -1.276996281099549,  -1.017939502443089,  -0.759533442661166,  -0.500897872080392,  -0.241041629617187,   0.021048701939028,   0.286315964238036,   0.566994449722544,   0.852314864563257,   1.142358490876123,   1.436600840708555,   1.733748480112153,   2.031581546672674,   1.697392606003788,   1.359262944401566,   1.020116814100994,   0.681772607269799,   0.345121545635433,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.890974946520495,   0.634748456696230,   0.381916735034386,   0.132305729778089,  -0.114551154272920,  -0.359317310325824,  -0.602765626584057,  -0.668438468261377,  -0.734430095643219,  -0.800858285578117,  -0.867834385599980,  -0.935461824519309, 
        6277.642207199999575,  -1.218374403063601,  -0.991243169457763,  -0.764723427691385,  -0.538117669766141,  -0.310642160207726,  -0.081486407488746,   0.150125072441229,   0.469200896654372,   0.793373853457842,   1.123011320217938,   1.457741963187334,   1.796219907701761,   2.135890037296622,   1.787022765963316,   1.433646584385660,   1.079081602051167,   0.725393550592224,   0.373596368140735,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.836674303409183,   0.569964312415525,   0.306732319877979,   0.046688363047319,  -0.210744866712703,  -0.466326596759089,  -0.720901555340812,  -0.734240174980196,  -0.748136103628605,  -0.762610181384512,  -0.777683333744061,  -0.793376558888682, 
        6277.644340800000464,  -1.275784950743999,  -1.028909303789241,  -0.782731833010449,  -0.536474262731975,  -0.289251584171931,  -0.040148595864559,   0.211700596295825,   0.504808480238045,   0.802544780237272,   1.105106850803839,   1.412060349889602,   1.722156167051803,   2.033150971298421,   1.698857607716731,   1.360619007356075,   1.021363704347832,   0.682912457773278,   0.346157322412689,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.823585316821841,   0.589662084949259,   0.358682992667720,   0.130509312034320,  -0.095236545003629,  -0.319097382320297,  -0.541713782723193,  -0.614870459985188,  -0.688248263322987,  -0.761982078080142,  -0.836200113228463,  -0.911021876727169, 
        6277.646169600000576,  -1.221790997375498,  -1.016706752264805,  -0.812325224410259,  -0.608083015493515,  -0.403336949770717,  -0.197407441513283,   0.010377112455084,   0.362773579093887,   0.720526448603418,   1.084341885743090,   1.454086731661887,   1.828476392935273,   2.204755749437041,   1.845807429835872,   1.481780189461862,   1.116296289512805,   0.751616971344510,   0.388861087506822,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.837634723006887,   0.582068802290536,   0.329858405297575,   0.080765569385718,  -0.165719988741422,  -0.410286904469168,  -0.653716363644656,  -0.689731796761419,  -0.726190667990123,  -0.763151019047975,  -0.800669177942054,  -0.838799517703429, 
        6277.648303199999646,  -1.067465584137839,  -0.877507047972054,  -0.687945432121959,  -0.498260641327658,  -0.307887585888368,  -0.116251293181036,   0.077196553492918,   0.383857499866469,   0.694895266076925,   1.010705980299824,   1.331059049344163,   1.654893260872916,   1.980111796816029,   1.657170776456265,   1.330375325581796,   1.002468113201677,   0.675175750971638,   0.349368412819947,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.920831890427317,   0.649445137935227,   0.381628928525119,   0.117182773821940,  -0.144421322041747,  -0.403926310435106,  -0.662187374471907,  -0.706074177210633,  -0.750402495137020,  -0.795244140792964,  -0.840668029297141,  -0.886739723367903, 
        6277.650436800000534,  -1.218304021510297,  -1.002643236214788,  -0.787642312007499,  -0.572685364536810,  -0.357074200878917,  -0.140079073767724,   0.079009024737527,   0.409991126782400,   0.746009200858216,   1.087558753466986,   1.434374390058665,   1.785170547072774,   2.137380455190449,   1.788290799464384,   1.434679744039892,   1.079873490193939,   0.725941140221316,   0.373897860069676,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.767599789325879,   0.525475394404062,   0.286340331230127,   0.049962390622692,  -0.184122995186687,  -0.416532979601319,  -0.647964082997993,  -0.663661602303973,  -0.679835875389266,  -0.696511679731541,  -0.713713793285704,  -0.731466986497472, 
        6277.652265600000646,  -1.271386546662546,  -1.037320263788718,  -0.803988567357756,  -0.570707753432891,  -0.336693194685616,  -0.101124422224045,   0.136787790242806,   0.441915158846950,   0.751631210355833,   1.066255217305922,   1.385453200977416,   1.708034446269672,   2.031749196707125,   1.699452209799558,   1.363190315921313,   1.025881440590066,   0.689347193812618,   0.354488340555172,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.810196553002454,   0.559616564426997,   0.312140472239563,   0.067548862269050,  -0.174635174675593,  -0.415057636098272,  -0.654452490358824,  -0.679056849826012,  -0.704129746464740,  -0.729709583300839,  -0.755834213167949,  -0.782540870511221, 
        6277.654399199999716,  -1.271312770655284,  -1.025577530296880,  -0.780538886461450,  -0.535451075699392,  -0.289464386904107,  -0.041700907406204,   0.208666955635387,   0.491756775822401,   0.779088388317365,   1.070814470054483,   1.366509156158654,   1.665005389409351,   1.964236278036012,   1.641399569085606,   1.315085762918770,   0.987956575523510,   0.661665165753126,   0.337018809405056,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.746847233781903,   0.518875792407464,   0.293578794440672,   0.070782133818827,  -0.149897870536493,  -0.368987159366840,  -0.587091936507688,  -0.622635093741912,  -0.658551474731983,  -0.694898009057939,  -0.731730428719432,  -0.769103057436678, 
        6277.656228000000738,  -1.213915284200319,  -1.010964752038061,  -0.808712082435078,  -0.606621403187078,  -0.404080255932920,  -0.200441787163161,   0.004932132269759,   0.348247972020032,   0.696507670904374,   1.050342205540004,   1.409601410712710,   1.773069258329671,   2.138174133909966,   1.789122918903372,   1.435545306658002,   1.080769541693353,   0.726865953138362,   0.374850274541386,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.704327566800659,   0.483952419896075,   0.266163394323563,   0.050770283029796,  -0.162605732851817,  -0.374471284884355,  -0.585404824008643,  -0.621904647045030,  -0.658773883203184,  -0.696071147619589,  -0.733853775921178,  -0.772177594196742, 
        6277.658361599999807,  -1.280024814632100,  -1.043915343763272,  -0.808555557543628,  -0.573253665006514,  -0.337213919153104,  -0.099603394567789,   0.140379198802766,   0.451543812935100,   0.767411932981291,   1.088304991630934,   1.413856383667206,   1.742796081418923,   2.072737150299770,   1.732823746821648,   1.388904993674994,   1.044037786464856,   0.700114861525047,   0.358054361280901,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.709371459289426,   0.486088719116646,   0.265430758924486,   0.047200458212677,  -0.168992605462788,  -0.383669075638767,  -0.597421723910819,  -0.639561347852323,  -0.682075418098647,  -0.725032284165176,  -0.768498316601488,  -0.812537531998788, 
        6277.660190399999919,  -1.148852946588134,  -0.955898689014631,  -0.763524193589315,  -0.571216501983069,  -0.378401743187916,  -0.184481499008364,   0.011129814602385,   0.346023287839904,   0.685729851809455,   1.030848250056860,   1.381240325428287,   1.735766165610019,   2.092014317751715,   1.752586666995413,   1.408717801208540,   1.063561857598967,   0.719101347879696,   0.376332067483161,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.869662375156407,   0.587041751322150,   0.308095875864057,   0.032499225755698,  -0.240396403500089,  -0.511437553898086,  -0.781555244297342,  -0.785567446835664,  -0.790211766986760,  -0.795495832034839,  -0.801427720748171,  -0.808015959488154, 
        6277.662324000000808,  -1.276526471698900,  -1.040562968705216,  -0.805344573262495,  -0.570179133583573,  -0.334271059826260,  -0.096788066706016,   0.143070030523539,   0.447780854664425,   0.757087469497680,   1.071300077823597,   1.390074264405747,   1.712208025562502,   2.035440244289690,   1.703002998999176,   1.366607538257257,   1.029179956848749,   0.692546579775482,   0.357609977054596,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.731999536708366,   0.484222974663698,   0.239309605626088,  -0.003009249434849,  -0.243231166301148,  -0.481998429883550,  -0.720020266159221,  -0.699581088443771,  -0.679747195840572,  -0.660496933822758,  -0.641808803216916,  -0.623661485464710, 
        6277.664152800000011,  -1.228940477584567,  -1.033657931604065,  -0.839132102915294,  -0.644865772168454,  -0.450284562534606,  -0.254774332786274,  -0.057719114769847,   0.306583180239916,   0.676137971650826,   1.051788832228209,   1.433520063977650,   1.820116832768446,   2.208814691166604,   1.849367332895457,   1.484831797431944,   1.118844491745929,   0.753673716470135,   0.390439842140843,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.703004270671205,   0.480715221329465,   0.261039444468204,   0.043776990431345,  -0.171462490271359,  -0.385197518599734,  -0.598017478968776,  -0.640009041860485,  -0.682376058495189,  -0.725186604400461,  -0.768506789089341,  -0.812400385060014, 
        6277.666286399999990,  -1.072296484418134,  -0.881243647584911,  -0.690612200347067,  -0.499895156728995,  -0.308540265727939,  -0.115985819596269,   0.078302176157966,   0.381345136979433,   0.688504729870001,   1.000123540905833,   1.315935221784582,   1.634870631528677,   1.954864460411550,   1.634214125535170,   1.310135503424803,   0.985253645301340,   0.661201085002231,   0.338777345220069,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.686972805504146,   0.478854888254088,   0.273062865625445,   0.069452301320672,  -0.132292246501032,  -0.332605499427266,  -0.531993659468509,  -0.597426072491034,  -0.663110563871783,  -0.729160533460466,  -0.795684790377424,  -0.862786105766628, 
        6277.668420000000879,  -1.092896495995417,  -0.942977645901968,  -0.793680147211419,  -0.644673296974776,  -0.495586761100235,  -0.346027398506408,  -0.195596210248449,   0.189990014521355,   0.580511068376237,   0.977072539564739,   1.379905365506985,   1.787975468994516,   2.198575264437789,   1.842652933702280,   1.481675845792256,   1.119229738440355,   0.757560796796912,   0.397788899408942,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.699484038015264,   0.467937383954144,   0.239091693303811,   0.012706774225050,  -0.211657338481957,  -0.434570858316438,  -0.656670131693290,  -0.690414724865904,  -0.724623657613979,  -0.759349364749367,  -0.794642892495676,  -0.830553696040548, 
        6277.670248800000081,  -1.341007436134185,  -1.083663799963421,  -0.827167211802711,  -0.570744748152840,  -0.313493686083454,  -0.054468271922586,   0.207230835742548,   0.485523430562782,   0.767970735104063,   1.054725523354474,   1.345386273214787,   1.638842186180597,   1.933121681899141,   1.615146971624195,   1.293729145328788,   0.971435490838947,   0.649866814083778,   0.329812195310122,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.719220796459599,   0.505778183571073,   0.294717749849834,   0.085909960687198,  -0.120960100433237,  -0.326336957321955,  -0.530743191544321,  -0.574053550056751,  -0.617655214127437,  -0.661618796111075,  -0.706013427118531,  -0.750906369632951, 
        6277.672382400000060,  -1.233811268306086,  -1.049221449617203,  -0.865430940327139,  -0.682005968753802,  -0.498439840457256,  -0.314184469021798,  -0.128682080172570,   0.253450493183801,   0.640805883199459,   1.034390889867803,   1.434300306929871,   1.839330974595731,   2.246581239693671,   1.881356056115385,   1.510974679239172,   1.139215984815458,   0.768425827562320,   0.399749814672498,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.599295263240953,   0.395787946385550,   0.194522798045756,  -0.004707690415840,  -0.202256488073669,  -0.398574361226230,  -0.594165770372605,  -0.648549127650920,  -0.703294833525192,  -0.758492265609968,  -0.814227100808620,  -0.870580467906363, 
        6277.674211200001082,  -1.336506869709121,  -1.091956044131649,  -0.848273580926896,  -0.604782009136363,  -0.360681614943236,  -0.115124755156531,   0.132708088476946,   0.416833463100355,   0.704974138683898,   0.997384363085357,   1.293772974507588,   1.593140722637328,   1.893618718956817,   1.583626034072146,   1.270235052261518,   0.955889020668891,   0.642125527688381,   0.329718570080910,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.824427830642361,   0.582521703238476,   0.343483318302258,   0.107169006431402,  -0.126816454735219,  -0.359039380269165,  -0.590163140528139,  -0.636217838055552,  -0.682628083662393,  -0.729469730871052,  -0.776816214497385,  -0.824738057140308, 
        6277.676344800000152,  -1.208489547776860,  -1.006182489496786,  -0.804573487921034,  -0.603147087467449,  -0.401312955764279,  -0.198447877935485,   0.006061383081598,   0.339536096421391,   0.677566543250733,   1.020704060890012,   1.368774298252495,   1.720619300542707,   2.073836536101975,   1.733851132144781,   1.389867156786270,   1.044942330880571,   0.700967732365026,   0.358858292026034,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.506636888409714,   0.342159588518405,   0.179300294474823,   0.017935602981292,  -0.142152342061916,  -0.301249990644197,  -0.459688300832897,  -0.513612201631402,  -0.567735792843940,  -0.622146971723083,  -0.676932076720057,  -0.732175112003272, 
        6277.678173600000264,  -1.270905809626443,  -1.048481518526478,  -0.826838171595452,  -0.605398685985478,  -0.383490336651829,  -0.160400751125543,   0.064564932262550,   0.359213057831284,   0.657815509985240,   0.960728542755805,   1.267748409665478,   1.577932400914451,   1.889419066691996,   1.580885971236142,   1.268955902924686,   0.956056000081187,   0.643716521019786,   0.332710933701594,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.752598054798525,   0.523563770034845,   0.297068971858028,   0.072963917417911,  -0.149114726764420,  -0.369675765657496,  -0.589310473241332,  -0.625039781035789,  -0.661151558997140,  -0.697702228107769,  -0.734747021144779,  -0.772339765307401, 
        6277.680307200000243,  -1.209157507882061,  -1.006935024982899,  -0.805412559462778,  -0.604075969949914,  -0.402336158958891,  -0.199571014434538,   0.004831793136103,   0.332101102009007,   0.663818977945366,   1.000525056363374,   1.342068355002614,   1.687363199859471,   2.034141712431767,   1.702081296061838,   1.366068993437202,   1.029024351860235,   0.692769144072757,   0.358203201842429,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.602443893342100,   0.399797048283442,   0.199244456981402,   0.000605907238781,  -0.196445216314551,  -0.392334931413172,  -0.587544974649353,  -0.599963502747759,  -0.612808720455394,  -0.626100075783078,  -0.639857177769101,  -0.654099803037831, 
        6277.682136000000355,  -1.021132091841715,  -0.882440372636418,  -0.744282059107619,  -0.606359657327921,  -0.468346798518321,  -0.329901611658945,  -0.190680258006729,   0.177780498081841,   0.550698945125417,   0.929039673664823,   1.312989805542226,   1.701621774673511,   2.092541936560392,   1.752523002405605,   1.408077748645937,   1.062361525537222,   0.717352910483958,   0.374040589647488,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.607398429031385,   0.414631105919029,   0.223881922825249,   0.035005203375765,  -0.152282394381197,  -0.338360822292640,  -0.523668535182266,  -0.568854724234200,  -0.614331277863274,  -0.660171000109440,  -0.706445147429820,  -0.753222981028581, 
        6277.684269600000334,  -1.211459237055195,  -0.986226352259497,  -0.761628260258335,  -0.537049181768523,  -0.311791969919809,  -0.085136734678734,   0.143598671402729,   0.415176126617677,   0.690405951713737,   0.969477321530256,   1.252086651075728,   1.537297041276238,   1.823399726046944,   1.523354191175841,   1.220363163277440,   0.916632143388497,   0.613541178394455,   0.311775400581531,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.623226399002990,   0.438844810703545,   0.256288815472253,   0.075467153618677,  -0.103844432692470,  -0.281966848193280,  -0.459283767367665,  -0.505050068062435,  -0.551029934672460,  -0.597296366379538,  -0.643921462019619,  -0.690975964937472, 
        6277.686403200000314,  -0.954863348301673,  -0.826657029194131,  -0.698913564436846,  -0.571366793550628,  -0.443729890424475,  -0.315705969363799,  -0.186998861362702,   0.164060917932839,   0.519119829337898,   0.879015979511575,   1.243902384221633,   1.612958232796769,   1.984089161493187,   1.661697652112187,   1.335457990241194,   1.008116258387499,   0.681401259308625,   0.356184251094141,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.577074964806664,   0.389508548022813,   0.203782133131680,   0.019758083278673,  -0.162828412725019,  -0.344331643283002,  -0.525160233922039,  -0.559208253800656,  -0.593578321877082,  -0.628323026634467,  -0.663494321531281,  -0.699143352177242, 
        6277.688232000000426,  -1.057680041094333,  -0.870567644558824,  -0.683898418615745,  -0.497214643397433,  -0.310017809229001,  -0.121802424214401,   0.067909055348957,   0.333667190550206,   0.602588720318635,   0.874905143123076,   1.150413629670833,   1.428349002113296,   1.707256337742704,   1.426863521332161,   1.143981783228576,   0.860471572605494,   0.577504934518643,   0.295671981862396,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.663307881202303,   0.471640520331659,   0.281869679921245,   0.093917691666406,  -0.092441896528411,  -0.277543534655108,  -0.461791650940260,  -0.506317780919631,  -0.551062947161477,  -0.596097967761642,  -0.641492816245881,  -0.687316205681570, 
        6277.690365600000405,  -1.270842728196846,  -1.070181719042304,  -0.870361337897830,  -0.670916637178617,  -0.471296056295346,  -0.270902319844538,  -0.069133635155484,   0.271590551966619,   0.616685347083806,   0.966824883084985,   1.321969605164671,   1.681094847885025,   2.041912923943567,   1.708659826834329,   1.371422449837167,   1.033147352751701,   0.695671397904270,   0.359899938444084,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.463247435050883,   0.296989755643723,   0.132235616975812,  -0.031157167679675,  -0.193420550371841,  -0.354850032974443,  -0.515780122764792,  -0.518203467171088,  -0.521003951332535,  -0.524186935433918,  -0.527758043857079,  -0.531723172318441, 
        6277.692194399999607,  -1.005492564687613,  -0.859329083097926,  -0.713661617739724,  -0.568176921924141,  -0.422533484688752,  -0.276377371404783,  -0.129358351033744,   0.196007243689631,   0.525056907025788,   0.858436767626882,   1.196198145262768,   1.537567095929634,   1.880707231099998,   1.575078668731369,   1.266092782749666,   0.956140831419139,   0.646735034339243,   0.338644751021741,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.607711990305099,   0.406461664243388,   0.207162401745543,   0.009662335815990,  -0.186337425498480,  -0.381236756236755,  -0.575493541433505,  -0.570871260482026,  -0.566695330981061,  -0.562962157553849,  -0.559668492035621,  -0.556811430090728, 
        6277.694328000000496,  -1.275011044970772,  -1.073855520492770,  -0.873547627537120,  -0.673622387986389,  -0.473527171244138,  -0.272662892017496,  -0.070425492395756,   0.264045227795003,   0.602786975802503,   0.946460448646385,   1.295047436084884,   1.647593791155781,   2.001945661391845,   1.675693212390599,   1.345500994729280,   1.014184303414501,   0.683510800052475,   0.354366234122452,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.576333507829034,   0.389103925332389,   0.203709891878455,   0.020014469156275,  -0.162246013337958,  -0.343424457941139,  -0.523928041003768,  -0.557336576812357,  -0.591066753484186,  -0.625170103933043,  -0.659697571941998,  -0.694699350928487, 
        6277.696156800000608,  -1.208614505162187,  -0.984440875389619,  -0.760909550934768,  -0.537432650447987,  -0.313342781116508,  -0.087950993250669,   0.139393557187166,   0.394762235810696,   0.653360268243570,   0.915336353561766,   1.180417104634233,   1.447791421874656,   1.715996745852984,   1.434739858116162,   1.150958978364515,   0.866536732914972,   0.582659973393790,   0.299927260675863,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.652272538382733,   0.442547109023145,   0.234857329361473,   0.029064015328325,  -0.175138234595227,  -0.378168953946595,  -0.580513196469966,  -0.584416759886275,  -0.588756285763493,  -0.593539229377623,  -0.598773358145553,  -0.604466759547203, 
        6277.698290400000587,  -1.090235577621842,  -0.940477424963640,  -0.791358710957557,  -0.642570016889484,  -0.493763231992671,  -0.344568470721668,  -0.194611069414637,   0.159617209960287,   0.517874119233164,   0.881024711214935,   1.249238058546773,   1.621690535967215,   1.996257459255655,   1.670774731524762,   1.341389866546734,   1.010896610700792,   0.681047947724088,   0.352720985488396,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.443996486001008,   0.301564137731874,   0.160369896069796,   0.020328109311664,  -0.118716593418756,  -0.256972319675274,  -0.394683976244240,  -0.438327454966041,  -0.482131722960883,  -0.526162970975863,  -0.570487315063780,  -0.615170406320504, 
        6277.700424000000567,  -0.935115175227603,  -0.811647881950725,  -0.688642335708983,  -0.565852346260445,  -0.443013657897172,  -0.319853439516115,  -0.196099911619753,   0.140528874825052,   0.480727981597773,   0.825247864396345,   1.174233010798245,   1.526970401037878,   1.881628963593188,   1.575301085265354,   1.265624570900199,   0.954993950040485,   0.644920536480086,   0.336169936495504,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.477197605779732,   0.318928260547849,   0.162017116516882,   0.006362932476138,  -0.148221604928538,  -0.301987011243979,  -0.455225524205324,  -0.467051274345951,  -0.479176147429213,  -0.491617836146032,  -0.504394205882852,  -0.517523306610191, 
        6277.702252799999769,  -1.009944937673110,  -0.874519239661760,  -0.739644925248336,  -0.605051548967086,  -0.470442251735505,  -0.335506283190681,  -0.199931628973352,   0.144255210755064,   0.492108739193273,   0.844408051912959,   1.201291357827050,   1.561987360824022,   1.924537361419107,   1.609923275770416,   1.291892913998222,   0.972974825051368,   0.654750990681770,   0.338007157929208,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.384176294619227,   0.262299681041625,   0.141421989462168,   0.021476241474522,  -0.097654447476458,  -0.216126030164123,  -0.334123323001502,  -0.396828412921826,  -0.459586725996824,  -0.522495901078512,  -0.585653818214321,  -0.649157350642820, 
        6277.704386400000658,  -1.345075630967807,  -1.133165724990576,  -0.922214470862985,  -0.711764529391428,  -0.501250932475196,  -0.290049431608896,  -0.077524870462415,   0.248805888701704,   0.579068620816620,   0.913863951669331,   1.253160228115565,   1.596057720208931,   1.940547564263238,   1.623936480089142,   1.303824603169278,   0.982793876761153,   0.662461174592078,   0.343631300684190,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.432830941544785,   0.272507704338941,   0.113531706055750,  -0.044229815533711,  -0.200990926560333,  -0.357023552886770,  -0.512635440534444,  -0.503497556413857,  -0.494755561138086,  -0.486400244787993,  -0.478422692595930,  -0.470814275830560, 
        6277.706215200000770,  -0.748508541168940,  -0.677322397145849,  -0.606513930624861,  -0.535961649837264,  -0.465540382490991,  -0.395123010160718,  -0.324582216261389,   0.037693997393870,   0.403337437664253,   0.773309877121910,   1.147931960957495,   1.526578595376781,   1.907360645332462,   1.598209962767992,   1.285698745941081,   0.972289001354854,   0.659532194224960,   0.348211201688663,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.437958541875560,   0.275932774284055,   0.115273911838627,  -0.044152777209824,  -0.202565270058193,  -0.360240612746317,  -0.517492195168077,  -0.519578507015247,  -0.522045035735594,  -0.524896533754246,  -0.528138023795011,  -0.531774805277780, 
        6277.708348799999840,  -1.142401373993316,  -0.940012591614103,  -0.738199852969093,  -0.536464806985325,  -0.334249404762820,  -0.130978560334052,   0.073896021018946,   0.352849409361835,   0.635173507818160,   0.921111220309916,   1.210412941544768,   1.502188649051137,   1.794761407906668,   1.499433946868106,   1.201522192831500,   0.903114383512017,   0.605506281366786,   0.309327851099155,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.373012888947748,   0.233404575315997,   0.094891587639746,  -0.042632565267158,  -0.179334477527945,  -0.315425170857845,  -0.451145317491812,  -0.450034603239440,  -0.449248902909300,  -0.448788791954553,  -0.448655062097020,  -0.448848722641942, 
        6277.710177599999952,  -0.865299154845113,  -0.742197311013315,  -0.619455827771113,  -0.496830264703655,  -0.374063946406534,  -0.250897509605848,  -0.127078691718996,   0.176992001934924,   0.484105047808733,   0.794758533576317,   1.108951179187755,   1.425998587706028,   1.744346010767887,   1.458141519632693,   1.169422700077213,   0.880139706370479,   0.591513057446213,   0.304148087393562,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.355081633807266,   0.239817970322961,   0.125427967601002,   0.011850628709680,  -0.101018720672654,  -0.213319283044045,  -0.325216141344022,  -0.369268895075362,  -0.413423279185295,  -0.457742242241011,  -0.502289396366326,  -0.547128606846328, 
        6277.712311200000840,  -0.997839129336163,  -0.842118905204026,  -0.686866607039674,  -0.531748433995197,  -0.376402296349603,  -0.220457183313471,  -0.063552971459894,   0.231156437943453,   0.529011418711080,   0.830429376306679,   1.135334935346172,   1.442990193151667,   1.751822965162035,   1.463900068229532,   1.173436244192586,   0.882404824587557,   0.592038894535419,   0.302947898542358,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.354451122703689,   0.238862871886626,   0.124149391912740,   0.010248954457587,  -0.102943994108836,  -0.215569615446426,  -0.327793967073968,  -0.370281771477760,  -0.412877944122619,  -0.455642953095737,  -0.498637896713992,  -0.541924139028649, 
        6277.714140000000043,  -1.269461076208953,  -1.058875220168324,  -0.849110406778251,  -0.639701631852211,  -0.430094621194089,  -0.219693620199321,  -0.007909663996353,   0.286761009644681,   0.584780776161695,   0.886513537713691,   1.191801745915934,   1.499794499192278,   1.808775101879815,   1.510131674257022,   1.208853789720109,   0.907074070796800,   0.606110716821262,   0.306598989886939,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.000000000000000,   0.175406232185920,   0.103793305094870,   0.032633194272191,  -0.038119153924476,  -0.108523284723932,  -0.178650946541961,  -0.248583920039266,  -0.271094790302686,  -0.293700106612630,  -0.316427292664221,  -0.339304318254719,  -0.362359656586040, 
